location,county_fips,activity,human_cases,neuro_cases,blood_donor_cases,year
"ND, Walsh",38099,Human infections,2.0,1.0,0.0,2024
"ND, Ward",38101,Human infections and non-human activity,4.0,0.0,0.0,2024
"ND, Williams",38105,Human infections and non-human activity,2.0,1.0,0.0,2024
"OH, Ashtabula",39007,Non-human activity,0.0,0.0,0.0,2024
"OH, Athens",39009,Non-human activity,0.0,0.0,0.0,2024
"OH, Brown",39015,Non-human activity,0.0,0.0,0.0,2024
"OH, Butler",39017,Human infections,1.0,1.0,0.0,2024
"OH, Carroll",39019,Non-human activity,0.0,0.0,0.0,2024
"OH, Clark",39023,Non-human activity,0.0,0.0,0.0,2024
"OH, Clermont",39025,Human infections,1.0,1.0,1.0,2024
"OH, Clinton",39027,Human infections,0.0,0.0,1.0,2024
"OH, Columbiana",39029,Human infections,1.0,0.0,0.0,2024
"OH, Coshocton",39031,Non-human activity,0.0,0.0,0.0,2024
"OH, Cuyahoga",39035,Human infections and non-human activity,9.0,7.0,0.0,2024
"OH, Darke",39037,Human infections,1.0,1.0,0.0,2024
"OH, Delaware",39041,Non-human activity,0.0,0.0,0.0,2024
"OH, Fairfield",39045,Non-human activity,0.0,0.0,0.0,2024
"OH, Franklin",39049,Human infections and non-human activity,7.0,5.0,1.0,2024
"OH, Fulton",39051,Human infections,1.0,1.0,0.0,2024
"OH, Gallia",39053,Non-human activity,0.0,0.0,0.0,2024
"OH, Geauga",39055,Non-human activity,0.0,0.0,0.0,2024
"OH, Greene",39057,Human infections and non-human activity,0.0,0.0,1.0,2024
"OH, Hamilton",39061,Human infections and non-human activity,1.0,1.0,2.0,2024
"OH, Hancock",39063,Human infections and non-human activity,1.0,1.0,0.0,2024
"OH, Hardin",39065,Human infections,0.0,0.0,1.0,2024
"OH, Harrison",39067,Non-human activity,0.0,0.0,0.0,2024
"OH, Highland",39071,Non-human activity,0.0,0.0,0.0,2024
"OH, Hocking",39073,Non-human activity,0.0,0.0,0.0,2024
"OH, Knox",39083,Non-human activity,0.0,0.0,0.0,2024
"OH, Lake",39085,Human infections and non-human activity,1.0,0.0,0.0,2024
"OH, Licking",39089,Non-human activity,0.0,0.0,0.0,2024
"OH, Logan",39091,Human infections and non-human activity,1.0,1.0,0.0,2024
"OH, Lorain",39093,Non-human activity,0.0,0.0,0.0,2024
"OH, Lucas",39095,Human infections,3.0,3.0,1.0,2024
"OH, Madison",39097,Human infections,0.0,0.0,1.0,2024
"OH, Mahoning",39099,Non-human activity,0.0,0.0,0.0,2024
"OH, Marion",39101,Human infections and non-human activity,1.0,1.0,0.0,2024
"OH, Medina",39103,Human infections and non-human activity,1.0,1.0,0.0,2024
"OH, Meigs",39105,Non-human activity,0.0,0.0,0.0,2024
"OH, Mercer",39107,Human infections,0.0,0.0,3.0,2024
"OH, Miami",39109,Human infections,1.0,1.0,0.0,2024
"OH, Montgomery",39113,Human infections and non-human activity,3.0,1.0,2.0,2024
"OH, Morgan",39115,Non-human activity,0.0,0.0,0.0,2024
"OH, Morrow",39117,Non-human activity,0.0,0.0,0.0,2024
"OH, Muskingum",39119,Non-human activity,0.0,0.0,0.0,2024
"OH, Perry",39127,Non-human activity,0.0,0.0,0.0,2024
"OH, Pickaway",39129,Non-human activity,0.0,0.0,0.0,2024
"OH, Portage",39133,Human infections and non-human activity,2.0,1.0,0.0,2024
"OH, Putnam",39137,Human infections,1.0,1.0,0.0,2024
"OH, Richland",39139,Non-human activity,0.0,0.0,0.0,2024
"OH, Ross",39141,Non-human activity,0.0,0.0,0.0,2024
"OH, Sandusky",39143,Non-human activity,0.0,0.0,0.0,2024
"OH, Scioto",39145,Non-human activity,0.0,0.0,0.0,2024
"OH, Shelby",39149,Non-human activity,0.0,0.0,0.0,2024
"OH, Stark",39151,Human infections and non-human activity,1.0,1.0,0.0,2024
"OH, Summit",39153,Human infections and non-human activity,1.0,0.0,0.0,2024
"OH, Trumbull",39155,Human infections and non-human activity,1.0,1.0,0.0,2024
"OH, Tuscarawas",39157,Non-human activity,0.0,0.0,0.0,2024
"OH, Vinton",39163,Non-human activity,0.0,0.0,0.0,2024
"OH, Warren",39165,Non-human activity,0.0,0.0,0.0,2024
"OH, Wayne",39169,Human infections and non-human activity,0.0,0.0,1.0,2024
"OH, Wood",39173,Human infections and non-human activity,0.0,0.0,1.0,2024
"OH, Wyandot",39175,Non-human activity,0.0,0.0,0.0,2024
"OK, Adair",40001,Non-human activity,0.0,0.0,0.0,2024
"OK, Bryan",40013,Non-human activity,0.0,0.0,0.0,2024
"OK, Caddo",40015,Human infections,1.0,1.0,0.0,2024
"OK, Canadian",40017,Human infections and non-human activity,1.0,1.0,1.0,2024
"OK, Carter",40019,Human infections and non-human activity,1.0,0.0,0.0,2024
"OK, Choctaw",40023,Non-human activity,0.0,0.0,0.0,2024
"OK, Cleveland",40027,Human infections,3.0,3.0,0.0,2024
"OK, Coal",40029,Non-human activity,0.0,0.0,0.0,2024
"OK, Comanche",40031,Human infections and non-human activity,2.0,0.0,2.0,2024
"OK, Cotton",40033,Human infections,0.0,0.0,1.0,2024
"OK, Creek",40037,Non-human activity,0.0,0.0,0.0,2024
"OK, Garvin",40049,Human infections and non-human activity,2.0,2.0,0.0,2024
"OK, Jackson",40065,Human infections and non-human activity,5.0,3.0,0.0,2024
"OK, Kay",40071,Non-human activity,0.0,0.0,0.0,2024
"OK, Kingfisher",40073,Non-human activity,0.0,0.0,0.0,2024
"OK, Kiowa",40075,Human infections and non-human activity,1.0,1.0,0.0,2024
"OK, Latimer",40077,Non-human activity,0.0,0.0,0.0,2024
"OK, Le Flore",40079,Non-human activity,0.0,0.0,0.0,2024
"OK, Logan",40083,Human infections,1.0,1.0,0.0,2024
"OK, Mcclain",40087,Non-human activity,0.0,0.0,0.0,2024
"OK, Mccurtain",40089,Non-human activity,0.0,0.0,0.0,2024
"OK, Major",40093,Human infections,1.0,1.0,0.0,2024
"OK, Marshall",40095,Non-human activity,0.0,0.0,0.0,2024
"OK, Mayes",40097,Human infections and non-human activity,1.0,1.0,0.0,2024
"OK, Muskogee",40101,Human infections and non-human activity,1.0,0.0,1.0,2024
"OK, Oklahoma",40109,Human infections and non-human activity,16.0,15.0,0.0,2024
"OK, Okmulgee",40111,Non-human activity,0.0,0.0,0.0,2024
"OK, Osage",40113,Non-human activity,0.0,0.0,0.0,2024
"OK, Ottawa",40115,Non-human activity,0.0,0.0,0.0,2024
"OK, Pawnee",40117,Human infections,1.0,1.0,0.0,2024
"OK, Pittsburg",40121,Non-human activity,0.0,0.0,0.0,2024
"OK, Pontotoc",40123,Non-human activity,0.0,0.0,0.0,2024
"OK, Pottawatomie",40125,Human infections and non-human activity,1.0,1.0,0.0,2024
"OK, Seminole",40133,Non-human activity,0.0,0.0,0.0,2024
"OK, Stephens",40137,Human infections,1.0,1.0,0.0,2024
"OK, Texas",40139,Non-human activity,0.0,0.0,0.0,2024
"OK, Tulsa",40143,Human infections and non-human activity,9.0,4.0,1.0,2024
"OK, Wagoner",40145,Non-human activity,0.0,0.0,0.0,2024
"OK, Woodward",40153,Non-human activity,0.0,0.0,0.0,2024
"OR, Baker",41001,Non-human activity,0.0,0.0,0.0,2024
"OR, Jackson",41029,Non-human activity,0.0,0.0,0.0,2024
"OR, Lake",41037,Non-human activity,0.0,0.0,0.0,2024
"OR, Lane",41039,Human infections,1.0,1.0,0.0,2024
"OR, Malheur",41045,Non-human activity,0.0,0.0,0.0,2024
"OR, Morrow",41049,Non-human activity,0.0,0.0,0.0,2024
"PA, Adams",42001,Non-human activity,0.0,0.0,0.0,2024
"PA, Allegheny",42003,Human infections and non-human activity,4.0,2.0,0.0,2024
"PA, Armstrong",42005,Non-human activity,0.0,0.0,0.0,2024
"PA, Beaver",42007,Non-human activity,0.0,0.0,0.0,2024
"PA, Bedford",42009,Non-human activity,0.0,0.0,0.0,2024
"PA, Berks",42011,Human infections and non-human activity,6.0,5.0,1.0,2024
"PA, Blair",42013,Human infections and non-human activity,1.0,0.0,0.0,2024
"PA, Bradford",42015,Non-human activity,0.0,0.0,0.0,2024
"PA, Bucks",42017,Human infections and non-human activity,6.0,5.0,0.0,2024
"PA, Butler",42019,Human infections,1.0,1.0,0.0,2024
"PA, Cambria",42021,Human infections and non-human activity,1.0,1.0,0.0,2024
"PA, Cameron",42023,Non-human activity,0.0,0.0,0.0,2024
"PA, Carbon",42025,Non-human activity,0.0,0.0,0.0,2024
"PA, Centre",42027,Non-human activity,0.0,0.0,0.0,2024
"PA, Chester",42029,Human infections and non-human activity,2.0,1.0,0.0,2024
"PA, Clearfield",42033,Non-human activity,0.0,0.0,0.0,2024
"PA, Clinton",42035,Non-human activity,0.0,0.0,0.0,2024
"PA, Columbia",42037,Non-human activity,0.0,0.0,0.0,2024
"PA, Crawford",42039,Non-human activity,0.0,0.0,0.0,2024
"PA, Cumberland",42041,Human infections and non-human activity,4.0,2.0,0.0,2024
"PA, Dauphin",42043,Human infections and non-human activity,3.0,3.0,0.0,2024
"PA, Delaware",42045,Human infections and non-human activity,3.0,2.0,0.0,2024
"PA, Elk",42047,Non-human activity,0.0,0.0,0.0,2024
"PA, Erie",42049,Non-human activity,0.0,0.0,0.0,2024
"PA, Fayette",42051,Human infections and non-human activity,1.0,1.0,0.0,2024
"PA, Forest",42053,Non-human activity,0.0,0.0,0.0,2024
"PA, Franklin",42055,Non-human activity,0.0,0.0,0.0,2024
"PA, Fulton",42057,Non-human activity,0.0,0.0,0.0,2024
"PA, Greene",42059,Non-human activity,0.0,0.0,0.0,2024
"PA, Huntingdon",42061,Non-human activity,0.0,0.0,0.0,2024
"PA, Indiana",42063,Non-human activity,0.0,0.0,0.0,2024
"PA, Jefferson",42065,Non-human activity,0.0,0.0,0.0,2024
"PA, Juniata",42067,Non-human activity,0.0,0.0,0.0,2024
"PA, Lackawanna",42069,Human infections and non-human activity,1.0,1.0,0.0,2024
"PA, Lancaster",42071,Human infections and non-human activity,19.0,12.0,3.0,2024
"PA, Lawrence",42073,Human infections and non-human activity,1.0,1.0,0.0,2024
"PA, Lebanon",42075,Human infections and non-human activity,5.0,5.0,1.0,2024
"PA, Lehigh",42077,Human infections and non-human activity,1.0,1.0,0.0,2024
"PA, Luzerne",42079,Non-human activity,0.0,0.0,0.0,2024
"PA, Lycoming",42081,Non-human activity,0.0,0.0,0.0,2024
"PA, Mckean",42083,Human infections and non-human activity,1.0,1.0,0.0,2024
"PA, Mercer",42085,Non-human activity,0.0,0.0,0.0,2024
"PA, Mifflin",42087,Non-human activity,0.0,0.0,0.0,2024
"PA, Monroe",42089,Non-human activity,0.0,0.0,0.0,2024
"PA, Montgomery",42091,Human infections and non-human activity,5.0,4.0,0.0,2024
"PA, Montour",42093,Non-human activity,0.0,0.0,0.0,2024
"PA, Northampton",42095,Non-human activity,0.0,0.0,0.0,2024
"PA, Northumberland",42097,Non-human activity,0.0,0.0,0.0,2024
"PA, Perry",42099,Non-human activity,0.0,0.0,0.0,2024
"PA, Philadelphia",42101,Human infections and non-human activity,3.0,2.0,0.0,2024
"PA, Pike",42103,Non-human activity,0.0,0.0,0.0,2024
"PA, Potter",42105,Non-human activity,0.0,0.0,0.0,2024
"PA, Schuylkill",42107,Human infections and non-human activity,1.0,1.0,0.0,2024
"PA, Snyder",42109,Non-human activity,0.0,0.0,0.0,2024
"PA, Somerset",42111,Human infections and non-human activity,1.0,1.0,0.0,2024
"PA, Sullivan",42113,Non-human activity,0.0,0.0,0.0,2024
"PA, Susquehanna",42115,Non-human activity,0.0,0.0,0.0,2024
"PA, Tioga",42117,Non-human activity,0.0,0.0,0.0,2024
"PA, Union",42119,Non-human activity,0.0,0.0,0.0,2024
"PA, Venango",42121,Non-human activity,0.0,0.0,0.0,2024
"PA, Warren",42123,Non-human activity,0.0,0.0,0.0,2024
"PA, Washington",42125,Human infections and non-human activity,1.0,0.0,0.0,2024
"PA, Wayne",42127,Non-human activity,0.0,0.0,0.0,2024
"PA, Westmoreland",42129,Non-human activity,0.0,0.0,0.0,2024
"PA, Wyoming",42131,Non-human activity,0.0,0.0,0.0,2024
"PA, York",42133,Human infections and non-human activity,3.0,3.0,0.0,2024
"RI, Bristol",44001,Non-human activity,0.0,0.0,0.0,2024
"RI, Kent",44003,Non-human activity,0.0,0.0,0.0,2024
"RI, Providence",44007,Human infections and non-human activity,1.0,1.0,0.0,2024
"RI, Washington",44009,Non-human activity,0.0,0.0,0.0,2024
"SD, Aurora",46003,Human infections,1.0,1.0,0.0,2024
"SD, Beadle",46005,Human infections and non-human activity,5.0,1.0,0.0,2024
"SD, Bon Homme",46009,Human infections,4.0,3.0,0.0,2024
"SD, Brookings",46011,Human infections and non-human activity,5.0,1.0,1.0,2024
"SD, Brown",46013,Human infections and non-human activity,5.0,0.0,1.0,2024
"SD, Charles Mix",46023,Human infections,1.0,1.0,0.0,2024
"SD, Clay",46027,Human infections,2.0,1.0,0.0,2024
"SD, Codington",46029,Human infections and non-human activity,3.0,1.0,1.0,2024
"SD, Corson",46031,Human infections,1.0,0.0,0.0,2024
"SD, Douglas",46043,Human infections,1.0,0.0,0.0,2024
"SD, Grant",46051,Human infections,3.0,1.0,0.0,2024
"SD, Gregory",46053,Human infections,1.0,1.0,0.0,2024
"SD, Haakon",46055,Human infections,1.0,1.0,0.0,2024
"SD, Hamlin",46057,Human infections,1.0,1.0,0.0,2024
"SD, Hand",46059,Human infections,1.0,1.0,0.0,2024
"SD, Hughes",46065,Human infections and non-human activity,1.0,1.0,0.0,2024
"SD, Hutchinson",46067,Human infections,2.0,1.0,0.0,2024
"SD, Lawrence",46081,Human infections,2.0,1.0,0.0,2024
"SD, Lincoln",46083,Human infections and non-human activity,6.0,3.0,0.0,2024
"SD, Marshall",46091,Human infections,1.0,1.0,0.0,2024
"SD, Meade",46093,Human infections and non-human activity,2.0,0.0,1.0,2024
"SD, Miner",46097,Human infections,2.0,1.0,0.0,2024
"SD, Minnehaha",46099,Human infections and non-human activity,16.0,7.0,2.0,2024
"SD, Moody",46101,Non-human activity,0.0,0.0,0.0,2024
"SD, Pennington",46103,Human infections,3.0,2.0,2.0,2024
"SD, Roberts",46109,Human infections,1.0,0.0,0.0,2024
"SD, Sanborn",46111,Human infections,2.0,0.0,0.0,2024
"SD, Spink",46115,Human infections,4.0,1.0,1.0,2024
"SD, Stanley",46117,Human infections,1.0,1.0,0.0,2024
"SD, Todd",46121,Human infections,1.0,1.0,0.0,2024
"SD, Walworth",46129,Human infections,4.0,0.0,0.0,2024
"SD, Yankton",46135,Human infections,1.0,0.0,0.0,2024
"TN, Carroll",47017,Human infections,1.0,1.0,0.0,2024
"TN, Davidson",47037,Non-human activity,0.0,0.0,0.0,2024
"TN, Giles",47055,Human infections,1.0,1.0,0.0,2024
"TN, Hamilton",47065,Non-human activity,0.0,0.0,0.0,2024
"TN, Knox",47093,Human infections and non-human activity,1.0,0.0,0.0,2024
"TN, Madison",47113,Human infections,1.0,1.0,0.0,2024
"TN, Sevier",47155,Human infections,1.0,1.0,0.0,2024
"TN, Shelby",47157,Human infections and non-human activity,9.0,8.0,0.0,2024
"TN, Sumner",47165,Non-human activity,0.0,0.0,0.0,2024
"TN, Tipton",47167,Human infections,1.0,1.0,0.0,2024
"TN, Wilson",47189,Non-human activity,0.0,0.0,0.0,2024
"TX, Armstrong",48011,Non-human activity,0.0,0.0,0.0,2024
"TX, Bell",48027,Non-human activity,0.0,0.0,0.0,2024
"TX, Bexar",48029,Human infections and non-human activity,3.0,2.0,0.0,2024
"TX, Brazoria",48039,Human infections and non-human activity,0.0,0.0,1.0,2024
"TX, Brazos",48041,Human infections and non-human activity,1.0,0.0,0.0,2024
"TX, Burnet",48053,Non-human activity,0.0,0.0,0.0,2024
"TX, Castro",48069,Non-human activity,0.0,0.0,0.0,2024
"TX, Collin",48085,Human infections and non-human activity,2.0,1.0,0.0,2024
"TX, Cooke",48097,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Dallas",48113,Human infections and non-human activity,8.0,6.0,2.0,2024
"TX, Dawson",48115,Human infections,0.0,0.0,1.0,2024
"TX, Denton",48121,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Dickens",48125,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Ellis",48139,Non-human activity,0.0,0.0,0.0,2024
"TX, El Paso",48141,Human infections and non-human activity,5.0,3.0,2.0,2024
"TX, Erath",48143,Non-human activity,0.0,0.0,0.0,2024
"TX, Fayette",48149,Non-human activity,0.0,0.0,0.0,2024
"TX, Foard",48155,Non-human activity,0.0,0.0,0.0,2024
"TX, Fort Bend",48157,Human infections and non-human activity,0.0,0.0,2.0,2024
"TX, Gaines",48165,Human infections,0.0,0.0,1.0,2024
"TX, Grayson",48181,Human infections and non-human activity,1.0,0.0,0.0,2024
"TX, Gregg",48183,Human infections,0.0,0.0,1.0,2024
"TX, Grimes",48185,Human infections,1.0,0.0,0.0,2024
"TX, Hale",48189,Human infections,0.0,0.0,1.0,2024
"TX, Harris",48201,Human infections and non-human activity,4.0,4.0,4.0,2024
"TX, Harrison",48203,Human infections,1.0,1.0,1.0,2024
"TX, Hays",48209,Human infections,1.0,0.0,0.0,2024
"TX, Henderson",48213,Human infections,1.0,1.0,0.0,2024
"TX, Hill",48217,Human infections,0.0,0.0,1.0,2024
"TX, Hockley",48219,Human infections,1.0,0.0,0.0,2024
"TX, Howard",48227,Human infections,1.0,1.0,0.0,2024
"TX, Hunt",48231,Human infections and non-human activity,2.0,2.0,1.0,2024
"TX, Jeff Davis",48243,Non-human activity,0.0,0.0,0.0,2024
"TX, Jefferson",48245,Non-human activity,0.0,0.0,0.0,2024
"TX, Jim Wells",48249,Non-human activity,0.0,0.0,0.0,2024
"TX, Johnson",48251,Non-human activity,0.0,0.0,0.0,2024
"TX, Kaufman",48257,Non-human activity,0.0,0.0,0.0,2024
"TX, Liberty",48291,Human infections and non-human activity,2.0,2.0,0.0,2024
"TX, Lubbock",48303,Human infections and non-human activity,8.0,8.0,6.0,2024
"TX, Midland",48329,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Montague",48337,Non-human activity,0.0,0.0,0.0,2024
"TX, Montgomery",48339,Human infections and non-human activity,6.0,5.0,4.0,2024
"TX, Navarro",48349,Human infections,1.0,1.0,0.0,2024
"TX, Nueces",48355,Non-human activity,0.0,0.0,0.0,2024
"TX, Ochiltree",48357,Human infections,1.0,1.0,0.0,2024
"TX, Orange",48361,Non-human activity,0.0,0.0,0.0,2024
"TX, Parker",48367,Human infections and non-human activity,0.0,0.0,1.0,2024
"TX, Parmer",48369,Non-human activity,0.0,0.0,0.0,2024
"TX, Pecos",48371,Non-human activity,0.0,0.0,0.0,2024
"TX, Potter",48375,Non-human activity,0.0,0.0,0.0,2024
"TX, Randall",48381,Human infections and non-human activity,4.0,0.0,2.0,2024
"TX, Rockwall",48397,Human infections and non-human activity,1.0,0.0,2.0,2024
"TX, Scurry",48415,Human infections,0.0,0.0,1.0,2024
"TX, Smith",48423,Human infections,0.0,0.0,2.0,2024
"TX, Somervell",48425,Human infections,1.0,0.0,1.0,2024
"TX, Stephens",48429,Human infections,1.0,1.0,0.0,2024
"TX, Tarrant",48439,Human infections and non-human activity,12.0,9.0,0.0,2024
"TX, Taylor",48441,Non-human activity,0.0,0.0,0.0,2024
"TX, Tom Green",48451,Non-human activity,0.0,0.0,0.0,2024
"TX, Travis",48453,Human infections and non-human activity,1.0,1.0,3.0,2024
"TX, Walker",48471,Non-human activity,0.0,0.0,0.0,2024
"TX, Webb",48479,Non-human activity,0.0,0.0,0.0,2024
"TX, Wichita",48485,Human infections and non-human activity,2.0,2.0,2.0,2024
"TX, Williamson",48491,Human infections and non-human activity,1.0,1.0,0.0,2024
"TX, Wilson",48493,Human infections,0.0,0.0,1.0,2024
"TX, Young",48503,Human infections,1.0,0.0,0.0,2024
"UT, Beaver",49001,Non-human activity,0.0,0.0,0.0,2024
"UT, Box Elder",49003,Human infections and non-human activity,2.0,1.0,0.0,2024
"UT, Cache",49005,Human infections and non-human activity,14.0,10.0,2.0,2024
"UT, Davis",49011,Human infections and non-human activity,7.0,6.0,1.0,2024
"UT, Duchesne",49013,Human infections and non-human activity,1.0,1.0,0.0,2024
"UT, Grand",49019,Non-human activity,0.0,0.0,0.0,2024
"UT, Juab",49023,Non-human activity,0.0,0.0,0.0,2024
"UT, Rich",49033,Non-human activity,0.0,0.0,0.0,2024
"UT, Salt Lake",49035,Human infections and non-human activity,8.0,7.0,1.0,2024
"UT, San Juan",49037,Non-human activity,0.0,0.0,0.0,2024
"UT, Summit",49043,Non-human activity,0.0,0.0,0.0,2024
"UT, Tooele",49045,Non-human activity,0.0,0.0,0.0,2024
"UT, Uintah",49047,Non-human activity,0.0,0.0,0.0,2024
"UT, Utah",49049,Human infections and non-human activity,15.0,13.0,2.0,2024
"UT, Weber",49057,Non-human activity,0.0,0.0,0.0,2024
"VT, Addison",50001,Non-human activity,0.0,0.0,0.0,2024
"VT, Bennington",50003,Non-human activity,0.0,0.0,0.0,2024
"VT, Caledonia",50005,Non-human activity,0.0,0.0,0.0,2024
"VT, Chittenden",50007,Non-human activity,0.0,0.0,0.0,2024
"VT, Essex",50009,Non-human activity,0.0,0.0,0.0,2024
"VT, Franklin",50011,Non-human activity,0.0,0.0,0.0,2024
"VT, Grand Isle",50013,Non-human activity,0.0,0.0,0.0,2024
"VT, Lamoille",50015,Non-human activity,0.0,0.0,0.0,2024
"VT, Orleans",50019,Non-human activity,0.0,0.0,0.0,2024
"VT, Washington",50023,Non-human activity,0.0,0.0,0.0,2024
"VT, Windham",50025,Non-human activity,0.0,0.0,0.0,2024
"VA, Arlington",51013,Human infections,1.0,1.0,0.0,2024
"VA, Bedford",51019,Human infections,1.0,0.0,0.0,2024
"VA, Fairfax",51059,Human infections and non-human activity,8.0,4.0,2.0,2024
"VA, Fauquier",51061,Non-human activity,0.0,0.0,0.0,2024
"VA, Henrico",51087,Human infections and non-human activity,1.0,1.0,0.0,2024
"VA, Loudoun",51107,Non-human activity,0.0,0.0,0.0,2024
"VA, Louisa",51109,Human infections,1.0,1.0,0.0,2024
"VA, Mecklenburg",51117,Human infections,1.0,1.0,0.0,2024
"VA, Orange",51137,Non-human activity,0.0,0.0,0.0,2024
"VA, Prince William",51153,Human infections,2.0,0.0,0.0,2024
"VA, Shenandoah",51171,Human infections,2.0,1.0,0.0,2024
"VA, Warren",51187,Human infections,1.0,1.0,0.0,2024
"VA, York",51199,Non-human activity,0.0,0.0,0.0,2024
"VA, Alexandria City",51510,Human infections,3.0,3.0,0.0,2024
"VA, Chesapeake City",51550,Human infections,1.0,0.0,0.0,2024
"VA, Fairfax City",51600,Non-human activity,0.0,0.0,0.0,2024
"VA, Norfolk City",51710,Human infections,2.0,2.0,0.0,2024
"VA, Suffolk City",51800,Non-human activity,0.0,0.0,0.0,2024
"WA, Benton",53005,Non-human activity,0.0,0.0,0.0,2024
"WA, Grant",53025,Non-human activity,0.0,0.0,0.0,2024
